cliente_ref,pelicula_ref,pelicula_titulo,categoria_nombre,ingreso,veces_alquilada_pelicula,precio_promedio_genero,codigo_genero,ingreso_alto,pelicula_popular,genero_alto_valor
Lauren Hudson,Madness Attacks,Madness Attacks,Extranjero,1.99,25,4.13,8,0,1,0
Billy Poulin,Bikini Borrowers,Bikini Borrowers,Animación,6.99,17,3.99,1,1,0,0
Donna Thompson,Shrek License,Shrek License,Extranjero,2.99,15,4.13,8,0,0,0
Kathryn Coleman,Seattle Expecations,Seattle Expecations,Drama,8.99,24,4.33,7,1,1,0
Andrea Henderson,Louisiana Harry,Louisiana Harry,Familia,0.99,17,3.86,9,0,0,0
Frederick Isbell,Muscle Bright,Muscle Bright,Viajar,2.99,30,4.24,15,0,1,0
Clifton Malcolm,Butterfly Chocolat,Butterfly Chocolat,Nuevo,5.99,30,4.63,14,1,1,1
Andre Rapp,Uprising Uptown,Uprising Uptown,Acción,6.99,16,3.94,0,1,0,0
Veronica Stone,Hanky October,Hanky October,Ciencia ficción,5.99,26,4.32,2,1,1,0
Fred Wheat,Movie Shakespeare,Movie Shakespeare,Familia,4.99,27,3.86,9,1,1,0
Rose Howard,Apollo Teen,Apollo Teen,Viajar,4.99,17,4.24,15,1,0,0
Tim Cary,Stone Fire,Stone Fire,Viajar,6.99,11,4.24,15,1,0,0
Ann Evans,Gangs Pride,Gangs Pride,Animación,2.99,27,3.99,1,0,1,0
Leon Bostic,Donnie Alley,Donnie Alley,Animación,0.99,14,3.99,1,0,0,0
Miguel Betancourt,Wanda Chamber,Wanda Chamber,Juegos,4.99,16,4.42,11,0,0,1
Frances Parker,Barefoot Manchurian,Barefoot Manchurian,Acción,6.99,18,3.94,0,1,0,0
Naomi Jennings,Saddle Antitrust,Saddle Antitrust,Comedia,2.99,14,4.66,4,0,0,1
Jesse Schilling,Orange Grapes,Orange Grapes,Extranjero,4.99,24,4.13,8,1,1,0
Enrique Forsythe,Doubtfire Labyrinth,Doubtfire Labyrinth,Extranjero,4.99,10,4.13,8,1,0,0
Christian Jung,Gorgeous Bingo,Gorgeous Bingo,Niños,5.99,19,3.87,13,1,0,0
Jerome Kenyon,Mob Duffel,Mob Duffel,Drama,3.99,12,4.33,7,0,0,0
Kurt Emmons,Music Boondock,Music Boondock,Familia,0.99,19,3.86,9,0,0,0
Aaron Selby,Dorado Notting,Dorado Notting,Música,8.99,27,4.12,12,1,1,0
Olga Jimenez,Artist Coldblooded,Artist Coldblooded,Deportes,6.99,16,4.51,5,1,0,1
Vickie Brewer,Holocaust Highball,Holocaust Highball,Niños,1.99,17,3.87,13,0,0,0
Rodney Moeller,Cause Date,Cause Date,Documental,6.99,21,4.02,6,1,1,0
Vicki Fields,Network Peak,Network Peak,Familia,3.99,31,3.86,9,0,1,0
Leslie Gordon,House Dynamite,House Dynamite,Familia,2.99,23,3.86,9,0,1,0
Eduardo Hiatt,Trading Pinocchio,Trading Pinocchio,Deportes,4.99,25,4.51,5,0,1,1
Tara Ryan,None Spiking,None Spiking,Ciencia ficción,0.99,27,4.32,2,0,1,0
Nellie Garrett,Nightmare Chill,Nightmare Chill,Juegos,4.99,25,4.42,11,0,1,1
Dora Medina,Stagecoach Armageddon,Stagecoach Armageddon,Acción,4.99,26,3.94,0,1,1,0
Clarence Gamez,Agent Truman,Agent Truman,Extranjero,5.99,21,4.13,8,1,1,0
Mildred Bailey,Mask Peach,Mask Peach,Nuevo,4.99,17,4.63,14,0,0,1
Jane Bennett,Patriot Roman,Patriot Roman,Acción,2.99,16,3.94,0,0,0,0
Patricia Johnson,Doors President,Doors President,Animación,4.99,19,3.99,1,1,0,0
Tyler Wren,Wyoming Storm,Wyoming Storm,Nuevo,4.99,13,4.63,14,0,0,1
Clara Shaw,Lebowski Soldiers,Lebowski Soldiers,Drama,2.99,21,4.33,7,0,1,0
Misty Lambert,Rocketeer Mother,Rocketeer Mother,Extranjero,0.99,33,4.13,8,0,1,0
Oscar Aquino,Maiden Home,Maiden Home,Nuevo,5.99,24,4.63,14,1,1,1
Edwin Burk,Super Wyoming,Super Wyoming,Familia,7.99,13,3.86,9,1,0,0
Dawn Sullivan,Model Fish,Model Fish,Niños,8.99,15,3.87,13,1,0,0
Jim Rea,Malkovich Pet,Malkovich Pet,Clásicos,2.99,26,3.88,3,0,1,0
Georgia Jacobs,Mission Zoolander,Mission Zoolander,Animación,5.99,18,3.99,1,1,0,0
Caroline Bowman,French Holiday,French Holiday,Documental,7.99,17,4.02,6,1,0,0
Kelly Torres,Head Stranger,Head Stranger,Juegos,9.99,22,4.42,11,1,1,1
James Gannon,Freddy Storm,Freddy Storm,Horror,5.99,23,4.4,10,1,1,0
Allen Butterfield,Sweden Shining,Sweden Shining,Comedia,4.99,18,4.66,4,0,0,1
Kristen Chavez,Sunrise League,Sunrise League,Animación,4.99,24,3.99,1,1,1,0
Sandra Martin,Feud Frogmen,Feud Frogmen,Familia,3.99,25,3.86,9,0,1,0
Carole Barnett,Halloween Nuts,Halloween Nuts,Documental,2.99,10,4.02,6,0,0,0
Ruth Martinez,Coast Rainbow,Coast Rainbow,Documental,2.99,21,4.02,6,0,1,0
Lorraine Stephens,Mermaid Insects,Mermaid Insects,Deportes,4.99,16,4.51,5,0,0,1
Elmer Noe,Lock Rear,Lock Rear,Viajar,3.99,16,4.24,15,0,0,0
Tonya Chapman,Darko Dorado,Darko Dorado,Acción,9.99,11,3.94,0,1,0,0
Gloria Cook,Tramp Others,Tramp Others,Comedia,5.99,20,4.66,4,1,0,1
Mathew Bolin,Talented Homicide,Talented Homicide,Deportes,0.99,29,4.51,5,0,1,1
Jon Wiles,Resurrection Silverado,Resurrection Silverado,Familia,0.99,21,3.86,9,0,1,0
Marcia Dean,Labyrinth League,Labyrinth League,Niños,2.99,15,3.87,13,0,0,0
Clara Shaw,Fatal Haunted,Fatal Haunted,Nuevo,2.99,28,4.63,14,0,1,1
Betty White,Videotape Arsenic,Videotape Arsenic,Juegos,9.99,29,4.42,11,1,1,1
Eugene Culpepper,Ghostbusters Elf,Ghostbusters Elf,Animación,0.99,9,3.99,1,0,0,0
Jorge Olivares,Hanging Deep,Hanging Deep,Drama,4.99,19,4.33,7,0,0,0
Kathleen Adams,Orange Grapes,Orange Grapes,Extranjero,0.99,24,4.13,8,0,1,0
Margaret Moore,Mulan Moon,Mulan Moon,Comedia,4.99,13,4.66,4,0,0,1
Kim Cruz,Rocky War,Rocky War,Drama,5.99,16,4.33,7,1,0,0
Darlene Rose,Wait Cider,Wait Cider,Animación,0.99,21,3.99,1,0,1,0
Angel Barclay,Suspects Quills,Suspects Quills,Acción,5.99,30,3.94,0,1,1,0
Tom Milner,Ice Crossing,Ice Crossing,Juegos,2.99,24,4.42,11,0,1,1
Theodore Culp,Anthem Luke,Anthem Luke,Comedia,4.99,15,4.66,4,0,0,1
Victor Barkley,Northwest Polish,Northwest Polish,Deportes,2.99,20,4.51,5,0,0,1
Elsie Kelley,Wedding Apollo,Wedding Apollo,Documental,0.99,24,4.02,6,0,1,0
Crystal Ford,Hobbit Alien,Hobbit Alien,Drama,0.99,31,4.33,7,0,1,0
Alicia Mills,Driving Polish,Driving Polish,Música,4.99,21,4.12,12,1,1,0
Eduardo Hiatt,Saturday Lambs,Saturday Lambs,Deportes,8.99,28,4.51,5,1,1,1
Sergio Stanfield,Academy Dinosaur,Academy Dinosaur,Documental,0.99,23,4.02,6,0,1,0
Joanne Robertson,Kwai Homeward,Kwai Homeward,Drama,0.99,23,4.33,7,0,1,0
Carl Artis,Valley Packer,Valley Packer,Comedia,0.99,15,4.66,4,0,0,1
Ray Houle,Control Anthem,Control Anthem,Comedia,4.99,7,4.66,4,0,0,1
Sally Pierce,Odds Boogie,Odds Boogie,Familia,2.99,15,3.86,9,0,0,0
Emma Boyd,Blade Polish,Blade Polish,Drama,3.99,22,4.33,7,0,1,0
Alexander Fennell,Rush Goodfellas,Rush Goodfellas,Familia,0.99,31,3.86,9,0,1,0
Lawrence Lawton,Egypt Tenenbaums,Egypt Tenenbaums,Horror,5.99,17,4.4,10,1,0,0
Milton Howland,Darkness War,Darkness War,Drama,2.99,13,4.33,7,0,0,0
Laura Rodriguez,Robbers Joon,Robbers Joon,Niños,4.99,31,3.87,13,1,1,0
Daisy Bates,Effect Gladiator,Effect Gladiator,Familia,3.99,25,3.86,9,0,1,0
Ben Easter,Timberland Sky,Timberland Sky,Clásicos,5.99,31,3.88,3,1,1,0
Jerome Kenyon,Glass Dying,Glass Dying,Acción,1.99,14,3.94,0,0,0,0
Jerry Jordon,Wedding Apollo,Wedding Apollo,Documental,6.99,24,4.02,6,1,1,0
Charles Kowalski,Hamlet Wisdom,Hamlet Wisdom,Ciencia ficción,3.99,14,4.32,2,0,0,0
Lonnie Tirado,Pulp Beverly,Pulp Beverly,Horror,4.99,30,4.4,10,0,1,0
Beatrice Arnold,Past Suicides,Past Suicides,Extranjero,5.99,13,4.13,8,1,0,0
Heather Morris,Jerk Paycheck,Jerk Paycheck,Clásicos,2.99,20,3.88,3,0,0,0
Salvador Teel,Salute Apollo,Salute Apollo,Nuevo,4.99,23,4.63,14,0,1,1
June Carroll,Groundhog Uncut,Groundhog Uncut,Comedia,6.99,18,4.66,4,1,0,1
Billy Poulin,Movie Shakespeare,Movie Shakespeare,Familia,4.99,27,3.86,9,1,1,0
Ida Andrews,Volcano Texas,Volcano Texas,Juegos,0.99,22,4.42,11,0,1,1
Erika Pena,Date Speed,Date Speed,Familia,3.99,13,3.86,9,0,0,0
Billy Poulin,Daddy Pittsburgh,Daddy Pittsburgh,Comedia,5.99,13,4.66,4,1,0,1
Gina Williamson,Fury Murder,Fury Murder,Niños,0.99,19,3.87,13,0,0,0
Edna West,English Bulworth,English Bulworth,Ciencia ficción,0.99,30,4.32,2,0,1,0
Leslie Seward,Modern Dorado,Modern Dorado,Documental,2.99,15,4.02,6,0,0,0
Cynthia Young,Breaking Home,Breaking Home,Nuevo,2.99,13,4.63,14,0,0,1
Reginald Kinder,Cincinatti Whisperer,Cincinatti Whisperer,Ciencia ficción,8.99,13,4.32,2,1,0,0
Ann Evans,South Wait,South Wait,Acción,4.99,22,3.94,0,1,1,0
Sue Peters,Jade Bunch,Jade Bunch,Deportes,2.99,18,4.51,5,0,0,1
Willie Markham,Beach Heartbreakers,Beach Heartbreakers,Documental,2.99,17,4.02,6,0,0,0
Vickie Brewer,Anything Savannah,Anything Savannah,Horror,2.99,9,4.4,10,0,0,0
Naomi Jennings,Heavyweights Beast,Heavyweights Beast,Documental,5.99,23,4.02,6,1,1,0
Isaac Oglesby,Coast Rainbow,Coast Rainbow,Documental,0.99,21,4.02,6,0,1,0
Rosa Reynolds,Detective Vision,Detective Vision,Clásicos,0.99,27,3.88,3,0,1,0
Cody Nolen,Trojan Tomorrow,Trojan Tomorrow,Ciencia ficción,2.99,19,4.32,2,0,0,0
Melvin Ellington,Goldmine Tycoon,Goldmine Tycoon,Ciencia ficción,0.99,27,4.32,2,0,1,0
Rosemary Schmidt,Caribbean Liberty,Caribbean Liberty,Deportes,4.99,9,4.51,5,0,0,1
Dora Medina,Basic Easy,Basic Easy,Viajar,2.99,21,4.24,15,0,1,0
Catherine Campbell,Island Exorcist,Island Exorcist,Clásicos,2.99,26,3.88,3,0,1,0
Justin Ngo,Brotherhood Blanket,Brotherhood Blanket,Documental,0.99,26,4.02,6,0,1,0
Kyle Spurlock,Superfly Trip,Superfly Trip,Viajar,0.99,10,4.24,15,0,0,0
Regina Berry,English Bulworth,English Bulworth,Ciencia ficción,0.99,30,4.32,2,0,1,0
Kay Caldwell,Timberland Sky,Timberland Sky,Clásicos,6.99,31,3.88,3,1,1,0
Bobby Boudreau,Insider Arizona,Insider Arizona,Música,2.99,20,4.12,12,0,0,0
Marie Turner,Dolls Rage,Dolls Rage,Ciencia ficción,2.99,9,4.32,2,0,0,0
Sara Perry,Fight Jawbreaker,Fight Jawbreaker,Animación,0.99,22,3.99,1,0,1,0
Charlene Alvarez,Silence Kane,Silence Kane,Música,0.99,16,4.12,12,0,0,0
Leslie Seward,Sweethearts Suspects,Sweethearts Suspects,Niños,3.99,29,3.87,13,0,1,0
Craig Morrell,Fight Jawbreaker,Fight Jawbreaker,Animación,4.99,22,3.99,1,1,1,0
Aaron Selby,Fellowship Autumn,Fellowship Autumn,Viajar,4.99,26,4.24,15,1,1,0
Joseph Joy,Scissorhands Slums,Scissorhands Slums,Extranjero,4.99,15,4.13,8,1,0,0
Willie Howell,Detective Vision,Detective Vision,Clásicos,0.99,27,3.88,3,0,1,0
David Royal,Slipper Fidelity,Slipper Fidelity,Deportes,0.99,16,4.51,5,0,0,1
Delores Hansen,Lesson Cleopatra,Lesson Cleopatra,Deportes,0.99,7,4.51,5,0,0,1
Pedro Chestnut,Jingle Sagebrush,Jingle Sagebrush,Clásicos,4.99,13,3.88,3,1,0,0
Megan Palmer,Personal Ladybugs,Personal Ladybugs,Música,5.99,14,4.12,12,1,0,0
Jane Bennett,Majestic Floats,Majestic Floats,Documental,1.99,17,4.02,6,0,0,0
Phyllis Foster,Chance Resurrection,Chance Resurrection,Deportes,6.99,27,4.51,5,1,1,1
Marian Mendoza,Panky Submarine,Panky Submarine,Juegos,8.99,15,4.42,11,1,0,1
Danielle Daniels,Driver Annie,Driver Annie,Deportes,3.99,18,4.51,5,0,0,1
Sonia Gregory,Gun Bonnie,Gun Bonnie,Juegos,0.99,25,4.42,11,0,1,1
Virginia Green,Necklace Outbreak,Necklace Outbreak,Drama,6.99,15,4.33,7,1,0,0
Renee Lane,Forward Temple,Forward Temple,Juegos,3.99,32,4.42,11,0,1,1
Arnold Havens,Double Wrath,Double Wrath,Animación,5.99,25,3.99,1,1,1,0
Bobbie Craig,Goldfinger Sensibility,Goldfinger Sensibility,Drama,6.99,24,4.33,7,1,1,0
Geraldine Perkins,Robbers Joon,Robbers Joon,Niños,2.99,31,3.87,13,0,1,0
Gene Sanborn,Angels Life,Angels Life,Nuevo,8.99,22,4.63,14,1,1,1
Yolanda Weaver,Hills Neighbors,Hills Neighbors,Acción,4.99,25,3.94,0,1,1,0
Raymond Mcwhorter,Wonderful Drop,Wonderful Drop,Extranjero,8.99,9,4.13,8,1,0,0
Catherine Campbell,Dozen Lion,Dozen Lion,Documental,4.99,7,4.02,6,1,0,0
Julian Vest,Voyage Legally,Voyage Legally,Clásicos,0.99,28,3.88,3,0,1,0
Marian Mendoza,Rocketeer Mother,Rocketeer Mother,Extranjero,5.99,33,4.13,8,1,1,0
Linda Williams,Rings Heartbreakers,Rings Heartbreakers,Acción,1.99,15,3.94,0,0,0,0
Margie Wade,Videotape Arsenic,Videotape Arsenic,Juegos,4.99,29,4.42,11,0,1,1
Adrian Clary,Half Outfield,Half Outfield,Familia,5.99,26,3.86,9,1,1,0
Dora Medina,Untouchables Sunrise,Untouchables Sunrise,Documental,6.99,8,4.02,6,1,0,0
Ronald Weiner,Blackout Private,Blackout Private,Animación,2.99,27,3.99,1,0,1,0
George Linton,Wife Turn,Wife Turn,Documental,4.99,31,4.02,6,1,1,0
Teresa Rogers,Galaxy Sweethearts,Galaxy Sweethearts,Clásicos,4.99,18,3.88,3,1,0,0
Mike Way,Fish Opus,Fish Opus,Ciencia ficción,2.99,25,4.32,2,0,1,0
Kurt Emmons,Hunchback Impossible,Hunchback Impossible,Drama,8.99,20,4.33,7,1,0,0
Minnie Romero,Clones Pinocchio,Clones Pinocchio,Música,2.99,19,4.12,12,0,0,0
Mae Fletcher,Grit Clockwork,Grit Clockwork,Juegos,0.99,32,4.42,11,0,1,1
Tony Carranza,Home Pity,Home Pity,Música,4.99,14,4.12,12,1,0,0
Pauline Henry,Story Side,Story Side,Acción,2.99,28,3.94,0,0,1,0
Stella Moreno,Mockingbird Hollywood,Mockingbird Hollywood,Acción,3.99,24,3.94,0,0,1,0
Bernice Willis,Lucky Flying,Lucky Flying,Música,3.99,13,4.12,12,0,0,0
Stella Moreno,Express Lonely,Express Lonely,Ciencia ficción,6.99,13,4.32,2,1,0,0
Wanda Patterson,Attraction Newton,Attraction Newton,Nuevo,4.99,24,4.63,14,0,1,1
Elaine Stevens,Papi Necklace,Papi Necklace,Viajar,0.99,8,4.24,15,0,0,0
Erik Guillen,Weekend Personal,Weekend Personal,Ciencia ficción,2.99,18,4.32,2,0,0,0
Isaac Oglesby,Scalawag Duck,Scalawag Duck,Música,4.99,32,4.12,12,1,1,0
Douglas Graf,Robbers Joon,Robbers Joon,Niños,3.99,31,3.87,13,0,1,0
Tina Simmons,Gorgeous Bingo,Gorgeous Bingo,Niños,4.99,19,3.87,13,1,0,0
John Farnsworth,Legend Jedi,Legend Jedi,Música,0.99,9,4.12,12,0,0,0
Jaime Nettles,Robbery Bright,Robbery Bright,Familia,6.99,13,3.86,9,1,0,0
Tim Cary,Celebrity Horn,Celebrity Horn,Acción,0.99,24,3.94,0,0,1,0
Marlene Welch,Uncut Suicides,Uncut Suicides,Música,2.99,14,4.12,12,0,0,0
Clifford Bowens,Idols Snatchers,Idols Snatchers,Niños,2.99,30,3.87,13,0,1,0
Benjamin Varney,Knock Warlock,Knock Warlock,Comedia,5.99,24,4.66,4,1,1,1
Michelle Clark,Contact Anonymous,Contact Anonymous,Viajar,3.99,26,4.24,15,0,1,0
Katie Elliott,Everyone Craft,Everyone Craft,Extranjero,0.99,13,4.13,8,0,0,0
Deanna Byrd,Affair Prejudice,Affair Prejudice,Horror,3.99,23,4.4,10,0,1,0
Leroy Bustamante,Gunfight Moon,Gunfight Moon,Comedia,0.99,24,4.66,4,0,1,1
Felix Gaffney,Bird Independence,Bird Independence,Viajar,4.99,11,4.24,15,1,0,0
Peggy Myers,Mission Zoolander,Mission Zoolander,Animación,9.99,18,3.99,1,1,0,0
Michele Grant,Willow Tracy,Willow Tracy,Familia,5.99,16,3.86,9,1,0,0
Nathaniel Adam,Gathering Calendar,Gathering Calendar,Juegos,4.99,11,4.42,11,0,0,1
Tonya Chapman,Notorious Reunion,Notorious Reunion,Documental,0.99,14,4.02,6,0,0,0
Claude Herzog,Expendable Stallion,Expendable Stallion,Documental,0.99,28,4.02,6,0,1,0
Dawn Sullivan,Confidential Interview,Confidential Interview,Música,7.99,29,4.12,12,1,1,0
Naomi Jennings,Flatliners Killer,Flatliners Killer,Deportes,2.99,22,4.51,5,0,1,1
Jill Hawkins,Malkovich Pet,Malkovich Pet,Clásicos,2.99,26,3.88,3,0,1,0
Lance Pemberton,Love Suicides,Love Suicides,Horror,1.99,20,4.4,10,0,0,0
Geraldine Perkins,Lose Inch,Lose Inch,Extranjero,3.99,27,4.13,8,0,1,0
Felix Gaffney,Brannigan Sunrise,Brannigan Sunrise,Nuevo,4.99,12,4.63,14,0,0,1
Georgia Jacobs,Ice Crossing,Ice Crossing,Juegos,6.99,24,4.42,11,1,1,1
Charlene Alvarez,Independence Hotel,Independence Hotel,Documental,3.99,19,4.02,6,0,0,0
Micheal Forman,Alien Center,Alien Center,Extranjero,2.99,22,4.13,8,0,1,0
Kelly Knott,Trap Guys,Trap Guys,Extranjero,6.99,16,4.13,8,1,0,0
Amy Lopez,Forrester Comancheros,Forrester Comancheros,Animación,4.99,27,3.99,1,1,1,0
Rick Mattox,Pizza Jumanji,Pizza Jumanji,Juegos,2.99,7,4.42,11,0,0,1
Dawn Sullivan,Life Twisted,Life Twisted,Comedia,2.99,10,4.66,4,0,0,1
Antonio Meek,Hanging Deep,Hanging Deep,Drama,4.99,19,4.33,7,0,0,0
Dave Gardiner,Speed Suit,Speed Suit,Viajar,4.99,9,4.24,15,1,0,0
Regina Berry,Boogie Amelie,Boogie Amelie,Música,4.99,29,4.12,12,1,1,0
Derrick Bourque,Hollow Jeopardy,Hollow Jeopardy,Ciencia ficción,4.99,10,4.32,2,0,0,0
Paula Bryant,Scorpion Apollo,Scorpion Apollo,Drama,4.99,23,4.33,7,0,1,0
Alma Austin,Exorcist Sting,Exorcist Sting,Deportes,2.99,13,4.51,5,0,0,1
Allison Stanley,Hotel Happiness,Hotel Happiness,Extranjero,4.99,9,4.13,8,1,0,0
Ruben Geary,Army Flintstones,Army Flintstones,Documental,0.99,16,4.02,6,0,0,0
Judith Cox,Harry Idaho,Harry Idaho,Drama,4.99,30,4.33,7,0,1,0
Karl Seal,Destiny Saturday,Destiny Saturday,Nuevo,4.99,16,4.63,14,0,0,1
Gloria Cook,Gunfight Moon,Gunfight Moon,Comedia,2.99,24,4.66,4,0,1,1
Sharon Robinson,Million Ace,Million Ace,Clásicos,6.99,20,3.88,3,1,0,0
Becky Miles,Brotherhood Blanket,Brotherhood Blanket,Documental,0.99,26,4.02,6,0,1,0
Beth Franklin,Liberty Magnificent,Liberty Magnificent,Deportes,7.99,12,4.51,5,1,0,1
Lucille Holmes,Women Dorado,Women Dorado,Acción,0.99,23,3.94,0,0,1,0
Lauren Hudson,Center Dinosaur,Center Dinosaur,Clásicos,4.99,24,3.88,3,1,1,0
Dana Hart,Polish Brooklyn,Polish Brooklyn,Niños,0.99,18,3.87,13,0,0,0
Bobbie Craig,Park Citizen,Park Citizen,Acción,4.99,8,3.94,0,1,0,0
Beatrice Arnold,Illusion Amelie,Illusion Amelie,Extranjero,0.99,15,4.13,8,0,0,0
Carmen Owens,Alien Center,Alien Center,Extranjero,2.99,22,4.13,8,0,1,0
Wesley Bull,Chisum Behavior,Chisum Behavior,Familia,7.99,13,3.86,9,1,0,0
Lee Hawks,Shootist Superfly,Shootist Superfly,Drama,0.99,24,4.33,7,0,1,0
Eddie Tomlin,Treatment Jekyll,Treatment Jekyll,Drama,5.99,7,4.33,7,1,0,0
Joanne Robertson,Rugrats Shakespeare,Rugrats Shakespeare,Acción,0.99,30,3.94,0,0,1,0
Cindy Fisher,Virginian Pluto,Virginian Pluto,Documental,0.99,29,4.02,6,0,1,0
Ramona Hale,Stagecoach Armageddon,Stagecoach Armageddon,Acción,5.99,26,3.94,0,1,1,0
Georgia Jacobs,Ishtar Rocketeer,Ishtar Rocketeer,Animación,8.99,7,3.99,1,1,0,0
Ricardo Meador,Baked Cleopatra,Baked Cleopatra,Familia,2.99,16,3.86,9,0,0,0
Freddie Duggan,Goodfellas Salute,Goodfellas Salute,Ciencia ficción,8.99,31,4.32,2,1,1,0
Tiffany Jordan,Rocky War,Rocky War,Drama,7.99,16,4.33,7,1,0,0
Bryan Hardison,Volcano Texas,Volcano Texas,Juegos,1.99,22,4.42,11,0,1,1
Mike Way,Ballroom Mockingbird,Ballroom Mockingbird,Extranjero,0.99,8,4.13,8,0,0,0
Corey Hauser,Timberland Sky,Timberland Sky,Clásicos,0.99,31,3.88,3,0,1,0
Courtney Day,Secrets Paradise,Secrets Paradise,Familia,7.99,20,3.86,9,1,0,0
Geraldine Perkins,State Wasteland,State Wasteland,Juegos,5.99,13,4.42,11,1,0,1
Jeremy Hurtado,Lion Uncut,Lion Uncut,Comedia,0.99,18,4.66,4,0,0,1
Victor Barkley,Pulp Beverly,Pulp Beverly,Horror,2.99,30,4.4,10,0,1,0
Hazel Warren,High Encino,High Encino,Horror,2.99,22,4.4,10,0,1,0
Melinda Fernandez,Homicide Peach,Homicide Peach,Familia,2.99,22,3.86,9,0,1,0
Betty White,Handicap Boondock,Handicap Boondock,Acción,5.99,28,3.94,0,1,1,0
Manuel Murrell,Fargo Gandhi,Fargo Gandhi,Niños,2.99,24,3.87,13,0,1,0
Erica Matthews,Bear Graceland,Bear Graceland,Niños,3.99,22,3.87,13,0,1,0
Willie Markham,Gleaming Jawbreaker,Gleaming Jawbreaker,Deportes,3.99,29,4.51,5,0,1,1
Wesley Bull,Midsummer Groundhog,Midsummer Groundhog,Documental,4.99,22,4.02,6,1,1,0
Mark Rinehart,River Outlaw,River Outlaw,Deportes,0.99,20,4.51,5,0,0,1
Tracy Herrmann,Downhill Enough,Downhill Enough,Comedia,0.99,25,4.66,4,0,1,1
Sylvia Ortiz,Mystic Truman,Mystic Truman,Comedia,0.99,10,4.66,4,0,0,1
Claude Herzog,Velvet Terminator,Velvet Terminator,Comedia,5.99,26,4.66,4,1,1,1
Vivian Ruiz,Deer Virginian,Deer Virginian,Música,4.99,29,4.12,12,1,1,0
Joseph Joy,Truman Crazy,Truman Crazy,Acción,4.99,23,3.94,0,1,1,0
Franklin Troutman,Oz Liaisons,Oz Liaisons,Animación,4.99,24,3.99,1,1,1,0
Kenneth Gooden,Pinocchio Simon,Pinocchio Simon,Comedia,8.99,20,4.66,4,1,0,1
Tiffany Jordan,Juggler Hardly,Juggler Hardly,Animación,1.99,32,3.99,1,0,1,0
Geraldine Perkins,Runaway Tenenbaums,Runaway Tenenbaums,Nuevo,0.99,8,4.63,14,0,0,1
Sherry Marshall,Ridgemont Submarine,Ridgemont Submarine,Nuevo,6.99,32,4.63,14,1,1,1
Javier Elrod,Go Purple,Go Purple,Música,2.99,20,4.12,12,0,0,0
Deanna Byrd,Whale Bikini,Whale Bikini,Extranjero,6.99,18,4.13,8,1,0,0
Brent Harkins,Candidate Perdition,Candidate Perdition,Clásicos,7.99,18,3.88,3,1,0,0
Paul Trout,Pacific Amistad,Pacific Amistad,Documental,6.99,24,4.02,6,1,1,0
Teresa Rogers,Doom Dancing,Doom Dancing,Comedia,3.99,21,4.66,4,0,1,1
Sharon Robinson,Butterfly Chocolat,Butterfly Chocolat,Nuevo,1.99,30,4.63,14,0,1,1
Leslie Seward,Idaho Love,Idaho Love,Nuevo,8.99,17,4.63,14,1,0,1
Jay Robb,Slums Duck,Slums Duck,Familia,3.99,24,3.86,9,0,1,0
Jill Hawkins,Handicap Boondock,Handicap Boondock,Acción,1.99,28,3.94,0,0,1,0
Edwin Burk,Shrunk Divine,Shrunk Divine,Acción,5.99,14,3.94,0,1,0,0
Kenneth Gooden,Pluto Oleander,Pluto Oleander,Nuevo,4.99,16,4.63,14,0,0,1
Connie Wallace,African Egg,African Egg,Familia,3.99,12,3.86,9,0,0,0
June Carroll,Eyes Driving,Eyes Driving,Ciencia ficción,3.99,19,4.32,2,0,0,0
Randy Gaither,Holy Tadpole,Holy Tadpole,Clásicos,0.99,9,3.88,3,0,0,0
Doris Reed,Wash Heavenly,Wash Heavenly,Extranjero,4.99,23,4.13,8,1,1,0
Laura Rodriguez,Hamlet Wisdom,Hamlet Wisdom,Ciencia ficción,4.99,14,4.32,2,0,0,0
Marcus Hidalgo,Arabia Dogma,Arabia Dogma,Horror,0.99,13,4.4,10,0,0,0
Leroy Bustamante,Trainspotting Strangers,Trainspotting Strangers,Comedia,6.99,11,4.66,4,1,0,1
Sidney Burleson,Edge Kissing,Edge Kissing,Drama,7.99,15,4.33,7,1,0,0
Darrell Power,Cheaper Clyde,Cheaper Clyde,Ciencia ficción,1.99,20,4.32,2,0,0,0
Jane Bennett,Dancing Fever,Dancing Fever,Documental,2.99,27,4.02,6,0,1,0
Crystal Ford,Roots Remember,Roots Remember,Clásicos,1.99,17,3.88,3,0,0,0
Gary Coy,Alamo Videotape,Alamo Videotape,Extranjero,3.99,24,4.13,8,0,1,0
Jenny Castro,Packer Madigan,Packer Madigan,Animación,0.99,22,3.99,1,0,1,0
Bobbie Craig,Fool Mockingbird,Fool Mockingbird,Acción,5.99,23,3.94,0,1,1,0
Terry Carlson,Virgin Daisy,Virgin Daisy,Drama,6.99,17,4.33,7,1,0,0
Vivian Ruiz,Reunion Witches,Reunion Witches,Drama,1.99,20,4.33,7,0,0,0
Gail Knight,Jericho Mulan,Jericho Mulan,Juegos,2.99,17,4.42,11,0,0,1
Gloria Cook,Working Microcosmos,Working Microcosmos,Viajar,6.99,25,4.24,15,1,1,0
Michelle Clark,Dracula Crystal,Dracula Crystal,Clásicos,0.99,21,3.88,3,0,1,0
Elmer Noe,Unforgiven Zoolander,Unforgiven Zoolander,Ciencia ficción,1.99,18,4.32,2,0,0,0
